N_shot,ICL_strategy,reasoning,model,depression_accuracy,depression_f1_macro,depression_precision,depression_recall,anxiety_accuracy,anxiety_f1_macro,anxiety_precision,anxiety_recall,stress_accuracy,stress_f1_macro,stress_precision,stress_recall,prompt_avg,prompt_std,completion_avg,completion_std,avg_per_request,std_per_request,avg_seconds,std_seconds,per_sample_usd,per_sample_std,depression_accuracy_ci,depression_f1_macro_ci,depression_precision_ci,depression_recall_ci,anxiety_accuracy_ci,anxiety_f1_macro_ci,anxiety_precision_ci,anxiety_recall_ci,stress_accuracy_ci,stress_f1_macro_ci,stress_precision_ci,stress_recall_ci
4-shot,Cross Retrieval,CoT,gpt-oss-20b,0.5067114093959731,0.4918274305998631,0.5331781672143118,0.5413608693178585,0.6241610738255033,0.5514219665609377,0.5562382659156853,0.5507001077088782,0.5302013422818792,0.5301166824345632,0.530742145178765,0.5306867339581831,6514.746666666667,638.8044999493629,1955.1366666666668,556.2532199057868,8469.883333333333,854.0120196591042,21.595327735741932,13.765669600907465,0.0,0.0,"[0.453, 0.564]","[0.435, 0.547]","[0.484, 0.585]","[0.479, 0.605]","[0.567, 0.678]","[0.492, 0.607]","[0.495, 0.617]","[0.496, 0.605]","[0.473, 0.587]","[0.471, 0.586]","[0.472, 0.587]","[0.472, 0.587]"
4-shot,Personal Recent,Direct,GPT-5,0.7733333333333333,0.6767241379310345,0.7131725417439703,0.6619313377304245,0.7366666666666667,0.630144040949453,0.7272978959025471,0.6250825250114265,0.62,0.6175523349436394,0.6203619909502263,0.6183063511830635,6394.48,497.6026355771574,1248.28,416.3219846865324,7642.76,703.9442798025045,32.954631385803225,15.320751161995355,0.020475899999999988,0.004318779020934814,"[0.723, 0.820]","[0.613, 0.737]","[0.647, 0.781]","[0.606, 0.718]","[0.680, 0.783]","[0.565, 0.689]","[0.644, 0.796]","[0.576, 0.674]","[0.567, 0.673]","[0.563, 0.671]","[0.566, 0.673]","[0.565, 0.671]"
4-shot,Personal Recent,CoT,GPT-5,0.7833333333333333,0.6790598923616255,0.7361111111111112,0.661001183832234,0.7233333333333334,0.6152598155101284,0.6967329545454546,0.6125387232745925,0.63,0.6278123637826782,0.6304033605853923,0.62840241949831,6536.48,497.6026355771574,1834.8266666666666,329.064578194345,8371.306666666667,647.364240044883,34.661697743733725,9.674667827451383,0.026518866666666686,0.0034648369380422825,"[0.737, 0.827]","[0.618, 0.738]","[0.667, 0.804]","[0.608, 0.717]","[0.667, 0.770]","[0.551, 0.671]","[0.616, 0.771]","[0.564, 0.659]","[0.573, 0.683]","[0.571, 0.680]","[0.575, 0.684]","[0.573, 0.681]"
4-shot,Personal Recent,CoT,Claude Sonnet 4.5,0.7166666666666667,0.6523943892364945,0.6484126984126984,0.6581261626923727,0.6633333333333333,0.5840140584027788,0.597953216374269,0.5816616728454624,0.5466666666666666,0.5414493796079842,0.5529145444255801,0.5499021526418787,6849.8133333333335,503.4032563352057,1114.5233333333333,107.34062351018628,7964.336666666667,523.8052850588236,30.727954943180084,3.17241393819008,0.037267289999999995,0.0023016877429182267,"[0.667, 0.763]","[0.595, 0.709]","[0.593, 0.703]","[0.602, 0.720]","[0.607, 0.713]","[0.522, 0.639]","[0.531, 0.660]","[0.527, 0.633]","[0.487, 0.603]","[0.481, 0.597]","[0.492, 0.611]","[0.493, 0.603]"
4-shot,Personal Recent,CoT,Gemini 2.5 Pro,0.5925925925925926,0.572753319938654,0.6013986013986015,0.6296597375450006,0.6599326599326599,0.6272043745727957,0.6248552123552124,0.6333505154639175,0.5185185185185185,0.469834850016852,0.5473251028806585,0.5281862745098039,7476.916387959866,716.8535833060047,3718.752508361204,557.9712465638672,11195.66889632107,1029.6248597954573,41.0889746002529,7.249466710767174,0.046533670568561884,0.005905301176106241,"[0.539, 0.650]","[0.516, 0.631]","[0.554, 0.652]","[0.569, 0.691]","[0.606, 0.714]","[0.571, 0.686]","[0.572, 0.682]","[0.577, 0.695]","[0.458, 0.579]","[0.413, 0.523]","[0.468, 0.619]","[0.481, 0.569]"
4-shot,Personal Recent,CoT,gpt-oss-20b,0.6701030927835051,0.6038570618264323,0.6006048169348741,0.6121343445287107,0.697594501718213,0.6146623329721921,0.6491341991341991,0.6104166666666667,0.563573883161512,0.5625614014322069,0.5659748849693251,0.5650581340391342,6594.601351351352,499.5566309896621,2034.2364864864865,716.1180717750324,8628.837837837838,922.4753278327772,34.67852321025487,87.26060536861101,0.0,0.0,"[0.619, 0.725]","[0.542, 0.663]","[0.545, 0.658]","[0.549, 0.677]","[0.646, 0.749]","[0.553, 0.674]","[0.583, 0.719]","[0.559, 0.663]","[0.505, 0.619]","[0.503, 0.617]","[0.509, 0.623]","[0.508, 0.620]"
4-shot,Personal Recent,Self-Feedback,GPT-5,0.7633333333333333,0.6494346516565448,0.6989087301587301,0.6356333502452224,0.7133333333333334,0.6032966357094532,0.6758169934640523,0.6024579757249504,0.62,0.6175523349436394,0.6203619909502263,0.6183063511830635,20449.943333333333,5583.985620216879,5854.766666666666,1860.7758755123864,26304.71,7305.910354356944,106.52300063927969,37.110400715022784,0.08411009583333333,0.025082476611466703,"[0.713, 0.810]","[0.586, 0.714]","[0.625, 0.772]","[0.584, 0.695]","[0.657, 0.760]","[0.537, 0.662]","[0.594, 0.751]","[0.552, 0.651]","[0.563, 0.670]","[0.561, 0.670]","[0.564, 0.672]","[0.562, 0.670]"
4-shot,Hybrid,CoT,GPT-5,0.7533333333333333,0.6406371406371406,0.6798960548074651,0.6287840351767292,0.74,0.643640350877193,0.7245816163484988,0.6356203341628155,0.6066666666666667,0.6015487821349781,0.6083333333333334,0.6040740081835972,6588.8133333333335,358.3683279656405,1772.7366666666667,347.66895267704814,8361.55,551.1326829055474,33.71158166805903,9.615670857709022,0.025963383333333333,0.0036011955698381924,"[0.703, 0.800]","[0.577, 0.702]","[0.607, 0.752]","[0.574, 0.687]","[0.683, 0.787]","[0.581, 0.701]","[0.647, 0.797]","[0.585, 0.685]","[0.553, 0.660]","[0.547, 0.656]","[0.552, 0.663]","[0.550, 0.657]"
4-shot,Hybrid,CoT,Claude Sonnet 4.5,0.7,0.6405559401459077,0.6356711187852319,0.6506003720615592,0.7066666666666667,0.6219714760295549,0.6571781329309281,0.6163729622670255,0.59,0.5892286627110908,0.5927018144162802,0.5915762319871909,6901.586666666667,362.9829782357416,1121.1833333333334,109.06439866223788,8022.77,395.35085316715833,30.724060469468434,3.0792800330220795,0.037522510000000044,0.0021051061706954355,"[0.643, 0.753]","[0.580, 0.697]","[0.579, 0.691]","[0.590, 0.712]","[0.653, 0.757]","[0.561, 0.678]","[0.592, 0.723]","[0.566, 0.668]","[0.537, 0.647]","[0.534, 0.644]","[0.537, 0.648]","[0.537, 0.647]"
4-shot,Hybrid,CoT,Gemini 2.5 Pro,0.5892255892255892,0.5735169491525424,0.6077326642335766,0.6360311059907835,0.6195286195286195,0.5829118250170882,0.5818532818532819,0.5874226804123712,0.5185185185185185,0.48664982534176204,0.5339025302256014,0.5246823956442831,7533.505016722408,599.8546667421124,3726.52508361204,599.2574127161274,11260.030100334448,971.6230649613423,40.93251586598297,6.132150559684349,0.04668213210702343,0.006267944328755949,"[0.532, 0.643]","[0.515, 0.628]","[0.557, 0.655]","[0.575, 0.695]","[0.566, 0.673]","[0.524, 0.639]","[0.526, 0.638]","[0.528, 0.644]","[0.458, 0.572]","[0.428, 0.540]","[0.469, 0.595]","[0.477, 0.570]"
4-shot,Hybrid,CoT,gpt-oss-20b,0.6891891891891891,0.630461922596754,0.6258011587960827,0.6431196406696611,0.7128378378378378,0.6153787357639685,0.6589378634833181,0.6100164203612479,0.5912162162162162,0.5909874724496671,0.5910834132310643,0.5912291933418694,6649.42,358.3733950318671,1735.9633333333334,583.2456674983155,8385.383333333333,747.5356243833617,30.56796362320582,88.20606587280056,0.0,0.0,"[0.639, 0.743]","[0.569, 0.689]","[0.569, 0.683]","[0.580, 0.703]","[0.662, 0.764]","[0.552, 0.676]","[0.587, 0.734]","[0.556, 0.665]","[0.534, 0.645]","[0.534, 0.645]","[0.535, 0.645]","[0.536, 0.645]"
